Agent Name,Agent Address,Agent City,FY 18 Net Sales
COUNTRY CONVENIENCE,210 POND STREET,E BRIDGEWATER,"$886,660.50"
HI LO GAS RT 18,475 NORTH BEDFORD ST,E BRIDGEWATER,"$1,004,607.00"
7-ELEVEN 37460,52 BEDFORD ST,E BRIDGEWATER,"$1,011,486.00"
CUMBERLAND #2299,1055 WASHINGTON ST,E BRIDGEWATER,"$1,111,883.25"
TRI TOWN CONVENIENCE & LIQUOR,60 FRANKLIN ST,E BRIDGEWATER,"$1,167,716.50"
ONE STOP FOOD MART,650 PLYMOUTH ST,E BRIDGEWATER,"$1,727,214.50"
JOPPA MARKET,626 BEDFORD ST,E BRIDGEWATER,"$2,134,293.50"
DUNNYS TAVERN,291 E MAIN ST,E BROOKFIELD,"$2,197.00"
THAI HOUSE RESTAURANT,355 EAST MAIN STREET,E BROOKFIELD,"$25,659.00"
BAY PATH GOLF COURSE,193 NORTH BROOKFIELD RD,E BROOKFIELD,"$26,425.00"
DEPOT DELI,104 PLEASANT STREET,E BROOKFIELD,"$40,659.50"
DUNNY'S TAVERN,291 E MAIN ST,E BROOKFIELD,"$69,723.00"
DEPOT SQUARE DELI & PACKAGE,104 PLEASANT STREET,E BROOKFIELD,"$78,816.00"
308 LAKESIDE,308 EAST MAIN ST,E BROOKFIELD,"$433,398.00"
MOBIL MART,134 W MAIN ST,E BROOKFIELD,"$1,337,113.25"
CUMBERLAND #6719,550 EAST MAIN ST,E BROOKFIELD,"$1,491,935.50"
FALMOUTH GETTY,94 E FALMOUTH HWY,E FALMOUTH,"$20,420.00"
PIZZA 1 & SUBS 2,735 E FALMOUTH HIGHWAY,E FALMOUTH,"$97,389.25"
FALMOUTH FOOD MART,414 EAST FALMOUTH HWY,E FALMOUTH,"$340,735.25"
CUMBERLAND #2346,400 E FALMOUTH HWY,E FALMOUTH,"$448,784.75"
SHAWS 603,137 TEA TICKET HWY,E FALMOUTH,"$610,258.50"
GOLDEN SAILS,143 MAIN ST,E FALMOUTH,"$636,378.25"
PAPA JAKE'S,146 SANDWICH RD,E FALMOUTH,"$1,042,169.50"
R JS VARIETY,174  SANDWICH RD,E FALMOUTH,"$1,058,842.25"
7-ELEVEN 37478,439 E FALMOUTH HWY,E FALMOUTH,"$2,298,388.50"
THE POINT,52 COUNTY RD,E FREETOWN,"$142,192.50"
CROSSROAD LIQUORS,1 CHACE RD,E FREETOWN,"$182,013.25"
MASON ROAD FOOD MART,1 MASON RD,E FREETOWN,"$737,604.50"
CIRCLE K #7518,4 CHASE RD,E FREETOWN,"$1,090,935.75"
QUICK PIC MINI MART,1 CHACE ROAD,E FREETOWN,"$1,565,666.25"
GUNTHER-ROWLEY POST 293,3 LEGION CT,E LONGMEADOW,"$10,044.00"
PASQUALES RESTAURANT,642 N MAIN ST,E LONGMEADOW,"$14,029.00"
THE MEADOWS,621 NO MAIN ST,E LONGMEADOW,"$28,955.25"
MARIO'S CAFE AMBIANCE,60 SHAKER RD,E LONGMEADOW,"$92,476.50"
LIGHTHOUSE LIQUORS,199 NORTH MAIN,E LONGMEADOW,"$96,910.25"
PRIDE STATION & STORE,14 CENTER SQUARE,E LONGMEADOW,"$126,756.50"
TUDOR HOUSE LIQUORS,161 SHAKER RD,E LONGMEADOW,"$126,909.75"
SHELL,227 SHAKER ROAD,E LONGMEADOW,"$171,886.75"
CRAFT 32,53 NORTH MAIN ST,E LONGMEADOW,"$249,546.00"
NOURIA #4052,204 N MAIN ST,E LONGMEADOW,"$252,156.75"
PLANET VAPE,173 SHAKER ROAD,E LONGMEADOW,"$269,706.50"
SUNNY'S MART,43 MAPLE ST,E LONGMEADOW,"$407,920.50"
THE PIZZA SHOPPE,134 SHAKER RD,E LONGMEADOW,"$581,455.50"
BIG Y #14,441 NO MAIN ST,E LONGMEADOW,"$653,297.75"
STOP & SHOP #061,470 N MAIN ST,E LONGMEADOW,"$708,030.50"
COUNTRYSIDE STORE,334 SOMERS RD,E LONGMEADOW,"$1,324,552.75"
CITY LINE PACKAGE,650 N MAIN ST,E LONGMEADOW,"$1,473,426.25"
PRIDE STATION & STORE,13 N MAIN ST,E LONGMEADOW,"$1,561,624.50"
C MART II,668 NORTH MAIN ST,E LONGMEADOW,"$1,684,893.75"
PRIDE STATION & STORE,618 N MAIN ST,E LONGMEADOW,"$2,185,849.00"
EMPORIUM NEWSTAND,444 N MAIN STREET,E LONGMEADOW,"$3,175,445.00"
KNOX TRAIL INN,1898 EAST OTIS ROAD,E OTIS,"$137,976.00"
PAPA'S HEALTHY FOOD & FUEL,2000 E OTIS RD,E OTIS,"$254,841.50"
KATIES COUNTRY STORE,1922 EAST OTIS RD,E OTIS,"$294,858.25"
OV'S RESTAURANT,34 OLD COLONY AVE,E TAUNTON,"$66,147.25"
THE AVENUE WINE & SPIRITS,480 MIDDLEBORO AVE,E TAUNTON,"$262,030.25"
HOME PLATE,224 MIDDLEBORO AVE,E TAUNTON,"$1,298,819.50"
JOE'S GAS,245 CAPE HWY,E TAUNTON,"$1,330,267.25"
AMARO'S SUNOCO,508 MIDDLEBORO AVE,E TAUNTON,"$1,743,637.50"
JK CROSSROADS RESTAURANT,119 PATRIOTS RD,E TEMPLETON,"$311,068.50"
TEMPLETON SPIRITS,197 PATRIOTS RD,E TEMPLETON,"$509,853.75"
CUMBERLAND #6705,163 PATRIOTS ST,E TEMPLETON,"$2,351,051.00"
EAST WALPOLE PACKAGE,79 PROVIDENCE HWY,E WALPOLE,"$377,310.50"
EAST WALPOLE MARKET & DELI,198 WASHINGTON STREET,E WALPOLE,"$574,424.00"
NEW ENGLAND CONVENIENCE,3088 CRANBERRY HWY,E WAREHAM,"$47,259.75"
CRANBERRY HIGHWAY SUNOCO,2889 CRANBERRY HWY,E WAREHAM,"$69,601.25"
OAK GROVE PACKAGE,47 DEPOT STREET,E WAREHAM,"$259,755.75"
WAREHAM-NEW BEDFORD LODGE #73,2855 CRANBERRY HIGHWAY,E WAREHAM,"$398,787.75"
MAYFLOWER LIQUOR,3150 CRANBERRY HWY,E WAREHAM,"$448,396.00"
THE LIQUOR LOCKER,3021 CRANBERRY HY,E WAREHAM,"$476,355.75"
CRANBERRY PLAZA MOBIL,2900 CRANBERRY HIGHWAY,E WAREHAM,"$842,905.00"
FAN CLUB INC,2859 CRANBERRY HWY,E WAREHAM,"$944,097.00"
STOP & SHOP #474,2991 CRANBERRY HGWY,E WAREHAM,"$1,181,344.75"
LINDSEY'S RESTAURANT,3138 CRANBERRY HWY,E WAREHAM,"$1,229,335.00"
CUMBERLAND #2313,1 DEPOT ST,E WAREHAM,"$1,485,940.00"
7-ELEVEN 32564,3106 CRANBERRY HWY,E WAREHAM,"$1,501,166.25"
MARYLOU'S NEWS,1212  WASHINGTON ST,E WEYMOUTH,"$139,894.25"
CENTRAL SQUARE AUTO,565 BROAD ST,E WEYMOUTH,"$144,075.25"
CANNOLI'S RESTAURANT,920 WASHINGTON ST,E WEYMOUTH,"$158,458.00"
B & K LIQUORS,1212 WASHINGTON ST,E WEYMOUTH,"$185,362.00"
RED ROSE CAFE,800 BROAD ST,E WEYMOUTH,"$261,501.50"
JACKSON SQUARE TAVERN,1530 COMMERCIAL ST,E WEYMOUTH,"$266,060.50"
GRANITE PACKAGE,622  MIDDLE STREET,E WEYMOUTH,"$331,372.50"
BRADY'S INC,1516 COMMERCIAL S,E WEYMOUTH,"$342,612.75"
WEYMOUTH EAGLES,1338 WASHINGTON ST,E WEYMOUTH,"$366,420.00"
SHAWS 3413,610 MIDDLE ST,E WEYMOUTH,"$870,886.50"
HAJJARS BAR & GRILL,969 WASHINGTON ST,E WEYMOUTH,"$1,000,279.00"
KC'S PUB & GRILL,1284 WASHINGTON ST,E WEYMOUTH,"$1,004,990.25"
7-ELEVEN 32487-D,1453 COMMERCIAL ST,E WEYMOUTH,"$1,062,338.25"
7-ELEVEN 32444-A,585 NORTH ST,E WEYMOUTH,"$1,133,547.75"
MINI MARKET,407 MIDDLE ST,E WEYMOUTH,"$1,221,936.75"
E Z MART,1166 WASHINGTON ST,E WEYMOUTH,"$1,820,175.50"
BOSTON CONVENIENCE,1235 WASHINGTON ST,E WEYMOUTH,"$2,214,644.25"
WEYMOUTH MARKET,784 BROAD STREET,E WEYMOUTH,"$2,495,966.75"
EASTHAM SUPERETTE,2475 STATE HWY,EASTHAM,"$272,746.50"
ORLEANS EASTHAM ELKS,10 MCKOY RD,EASTHAM,"$339,894.25"
7-ELEVEN 37381,2360 STATE HIGHWAY,EASTHAM,"$710,226.25"
CUMBERLAND #6731,4460 STATE HWY,EASTHAM,"$836,597.25"
RITE AID 10053,32 UNION ST,EASTHAMPTON,"$14,033.25"
PIZZA HOUSE,66 UNION ST,EASTHAMPTON,"$34,647.00"
RITE AID 10053,32 UNION STREET,EASTHAMPTON,"$40,212.00"
UNION PACKAGE STORE,68 UNION ST,EASTHAMPTON,"$145,768.00"
BRASS CAT,65 COTTAGE ST,EASTHAMPTON,"$148,479.00"
WHISKERZ PUB INC,75 COTTAGE STREET,EASTHAMPTON,"$157,602.00"
POLISH PULASKI CLUB,79 MAPLE ST,EASTHAMPTON,"$316,453.50"
JIM'S PACKAGE,49 COTTAGE ST,EASTHAMPTON,"$318,207.25"
GLENDALE GRILL,65 GLENDALE STREET,EASTHAMPTON,"$323,384.00"
NOURIA #4051,124 NORTHHAMPTON ST,EASTHAMPTON,"$346,567.50"
OLD COLONY PKG STORE,328 MAIN ST,EASTHAMPTON,"$356,101.00"
FERRY STREET PACKAGE,64 FERRY ST,EASTHAMPTON,"$367,551.50"
EASTHAMPTON VARIETY,20 COTTAGE ST,EASTHAMPTON,"$426,010.50"
THE LEGION CLUB,190 PLEASANT ST,EASTHAMPTON,"$436,001.75"
PLEASANT VAR & PKG STORE,42 PLEASANT STREET,EASTHAMPTON,"$448,622.00"
UNION MART,123 COTTAGE ST,EASTHAMPTON,"$496,468.00"
7-ELEVEN 22397-C,97 UNION ST,EASTHAMPTON,"$502,716.25"
BIG E'S FOODLAND,11 UNION ST,EASTHAMPTON,"$867,966.25"
GERRY'S VARIETY,139 PLEASANT ST,EASTHAMPTON,"$1,437,771.00"
PRIDE STATION & STORE,60 UNION ST,EASTHAMPTON,"$1,634,408.25"
VALLEY FARMS STORES,128 NORTHAMPTON RD,EASTHAMPTON,"$1,867,892.00"
COLLEGE HIGHWAY VARIETY,334 MAIN ST,EASTHAMPTON,"$3,585,381.75"
EASTON SUNOCO,720 DEPOT ST,EASTON,"$41,004.50"
SHOVELSHOP SPIRITS,282 WASHINGTON ST,EASTON,"$64,284.00"
SCOTTS FINE WINE & SPIRIT,669 WASHINGTON ST,EASTON,"$122,621.75"
EASTON GAS &  CONVENIENCE,200 WASHINGTON ST,EASTON,"$131,052.50"
7-ELEVEN 33352-J,566 WASHINGTON ST,EASTON,"$249,805.75"
HENNESSEY'S PACKAGE,589 WASHINGTON ST,EASTON,"$273,098.25"
INDEPENDENT LIQUORS,503 FOUNDRY STREET,EASTON,"$279,737.25"
BIG Y #108,25 ROBERT DR,EASTON,"$284,708.00"
ALLTOWN #2726,491 FOUNDRY ST,EASTON,"$387,308.75"
POP'S,670 DEPOT ST,EASTON,"$563,998.50"
7-ELEVEN 37521,11 COLUMBUS AVE,EASTON,"$947,178.25"
7-ELEVEN 37419,285 WASHINGTON ST,EASTON,"$1,603,371.50"
HIGHLAND VARIETY,95 HIGHLAND STREET,EASTON,"$1,608,846.25"
7-ELEVEN 37408,665 WASHINGTON ST,EASTON,"$1,750,366.75"
STOP & SHOP #398,245 VINEYARD HAVEN RD,EDGARTOWN,"$45,062.50"
STOP & SHOP #422,255 UPPER MAIN ST,EDGARTOWN,"$192,308.50"
SOPHIA'S ONE STOP,199 UPPER MAIN ST,EDGARTOWN,"$487,832.00"
AL'S PACKAGE STORE,258 UPPER MAIN ST,EDGARTOWN,"$789,955.25"
DEPOT MARKET,141 UPPER MAIN ST,EDGARTOWN,"$1,272,216.75"
YOUR MARKET,249B VINEYARD HAVEN RD,EDGARTOWN,"$1,408,593.75"
NORTH EGREMONT COUNTRY STR,223 EGREMONT PLAIN RD,EGREMONT,"$41,978.00"
POCKET SAVER MARKET,5 WEST MAIN STREET,ERVING,"$121,598.75"
FRENCH KING BOWLING,55 FRENCH KING HWY,ERVING,"$342,265.50"
WEATHERHEADS CONVENIENCE,63 FRENCH KING HIGHWAY,ERVING,"$976,456.50"
CAPE ANN GOLF COURSE,99 JOHN WISE AVENUE,ESSEX,"$76,551.00"
CHEBACCO LIQUOR MART,201 WESTERN AVE,ESSEX,"$161,477.00"
ENERGY NORTH,156 MAIN ST,ESSEX,"$327,862.50"
SCHOONER'S MARKET,121 EASTERN AVE,ESSEX,"$1,081,229.25"
NEIGHBORHOOD CONVENIENCE,115 MAIN ST,EVERETT,"$12,920.75"
THE CORNER STORE,63 BUCKNAM ST,EVERETT,"$15,473.25"
EVERETT MINI MART,326 CHELSEA STREET,EVERETT,"$22,201.00"
CAROL'S CAFE,388 MAIN STREET,EVERETT,"$41,569.00"
FERNANDEZ BROTHERS,435 FERRY STREET,EVERETT,"$46,850.00"
CARRANZAS MARKET,415 FERRY ST,EVERETT,"$57,839.75"
NICHOLS MARKET,82 NICHOLS ST,EVERETT,"$59,635.50"
RITE AID 10164,405 BROADWAY,EVERETT,"$62,532.25"
CHAMPIONS CAFE,234 MAIN STREET,EVERETT,"$63,308.25"
RITE AID 10164,405 BROADWAY,EVERETT,"$90,679.25"
MILAGROS MARKET,279 MAIN STREET,EVERETT,"$96,585.50"
SALINAS CONVENIENCE,187 MAIN ST,EVERETT,"$113,594.25"
EVERETT SUNOCO,1707 REVERE BEACH PKWY,EVERETT,"$124,760.75"
NEIGHBORHOOD CONVENIENCE,115 MAIN ST,EVERETT,"$125,753.25"
MCCORMACK'S LIQUORS,82 HANCOCK ST,EVERETT,"$136,841.50"
8/10 BAR & GRILLE,8 NORWOOD ST,EVERETT,"$139,197.75"
SANCHEZ MARKET,92 BOW STREET,EVERETT,"$142,261.00"
ALL CHECKS CASHED,1998 REVERE BEACH PKY,EVERETT,"$151,149.00"
EVERETT VARIETY STORE,82 MAIN STREET,EVERETT,"$154,131.75"
SUNOCO #7528,1707 REVERE BCH PKWY,EVERETT,"$168,129.00"
EL VALLE DE LA SULTANA MKT,716 BROADWAY,EVERETT,"$190,085.75"
POSADA MARKET,69 HANCOCK STREET,EVERETT,"$213,434.00"
HO WIN PALACE RESTAURANT,22 EVERETT AVENUE,EVERETT,"$216,267.00"
LAS PALMAS MARKET  II,451 FERRY ST,EVERETT,"$233,536.00"
7-ELEVEN 40081,1894 REVERE BEACH PKY,EVERETT,"$270,574.50"
BROWN DERBY,330-332 FERRY ST,EVERETT,"$276,582.25"
THE CORNER STORE,63 BUCKNAM STREET,EVERETT,"$298,704.00"
EVERETT VARIETY STORE,82 MAIN STREET,EVERETT,"$299,418.75"
MCKINNON BROS INC,620 BROADWAY,EVERETT,"$309,481.00"
FERNANDEZ BROTHERS LIQUORS,409 MAIN ST,EVERETT,"$310,449.75"
SUNOCO #7590,1894 REVERE BEACH PKY,EVERETT,"$319,254.75"
BROADWAY LIQUORS,22 NORWOOD STREET,EVERETT,"$321,555.25"
ZEKE'S PUB,63 CHELSEA ST,EVERETT,"$330,977.25"
EVERETT PACKAGE,741 BROADWAY,EVERETT,"$355,359.25"
TASTY GARDEN RESTAURANT,444 BROADWAY,EVERETT,"$361,814.75"
KIM'S CONVENIENCE,570 BROADWAY,EVERETT,"$375,793.75"
LATIN MARKET,362 FERRY STREET,EVERETT,"$384,836.50"
WOODY'S PARKWAY PUB,1812 REVERE BEACH PKY,EVERETT,"$391,125.25"
SAMYS CONVENIENCE STORE,399 FERRY STREET,EVERETT,"$409,353.75"
THE LINE STEAK & BREW,10 WOODLAWN AVE,EVERETT,"$411,209.00"
CASELLA'S LIQUOR MART,1940 REVERE BEACH PKWY,EVERETT,"$444,473.75"
U S CONVENIENCE,131 FERRY ST,EVERETT,"$484,727.25"
FIORENTINO'S LIQUORS,123 FERRY ST,EVERETT,"$529,295.50"
REGINA FOOD STORE,203 MAIN STREET,EVERETT,"$571,747.00"
STOP & SHOP #492,1690 REVERE BCH PKWY,EVERETT,"$918,595.25"
7-ELEVEN 37378,188 CHELSEA ST,EVERETT,"$943,066.75"
7-ELEVEN 37377,280 MAIN ST,EVERETT,"$977,642.50"
FINE MART CONVENIENCE,180 FERRY ST,EVERETT,"$995,205.50"
KIPO'S MARKET,42 BRADFORD STREET,EVERETT,"$998,623.50"
GLENDALE PACKAGE,315 FERRY ST,EVERETT,"$1,047,859.75"
BILL'S VARIETY,141 HANCOCK STREET,EVERETT,"$1,080,565.25"
7-ELEVEN 37377,280 MAIN ST,EVERETT,"$1,125,243.00"
ELM STREET MARKET,172 ELM ST,EVERETT,"$1,131,675.50"
7-ELEVEN 37431,2029 REVERE BEACH PKY,EVERETT,"$1,241,144.50"
STAR CONVENIENCE BEER & WINE,178 CHELSEA STREET,EVERETT,"$1,267,532.75"
UNION STREET MARKET,140 UNION ST,EVERETT,"$1,335,998.75"
GUYS SMOKE SHOP,423 BROADWAY,EVERETT,"$1,345,591.25"
FINE MART CONVENIENCE STORE,201 ELM ST,EVERETT,"$1,387,111.00"
DAN'S CONVENIENT MART,103 HANCOCK ST,EVERETT,"$1,450,961.75"
7-ELEVEN 37518,511 BROADWAY,EVERETT,"$1,529,154.25"
THE CORNER STORE,5 SYCAMORE ST,EVERETT,"$1,598,336.25"
DOLLAR VARIETY,456 BROADWAY,EVERETT,"$1,614,707.50"
RT 16 SMOKE SHOP,1885 REVERE BEACH PRKWY,EVERETT,"$1,849,588.00"
CITGO EXPRESS MART,318 BROADWAY,EVERETT,"$1,981,186.25"
RT 99 SMOKE SHOP,893 BROADWAY,EVERETT,"$2,163,888.00"
J S MART,398 MAIN ST,EVERETT,"$2,204,572.25"
7-ELEVEN 34400-A,543 FERRY ST,EVERETT,"$2,216,955.75"
BROADWAY MARKET,880 BROADWAY,EVERETT,"$2,578,416.75"
EVERETT SQ CONVENIENCE,445 BROADWAY,EVERETT,"$3,008,916.75"
MACKATAN GENERAL STORE,39 CAUSEWAY RD,FAIRHAVEN,"$20,307.00"
SEAPORT INN,110 MIDDLE ST,FAIRHAVEN,"$47,075.00"
RITE AID 10196,85 HUTTLESTON AVE,FAIRHAVEN,"$70,388.25"
EBB TIDE,47 MIDDLE STREET,FAIRHAVEN,"$119,215.25"
OLD OXFORD PUB,346 MAIN ST,FAIRHAVEN,"$137,684.50"
RITE AID 10196,85 HUTTLESTON AVE,FAIRHAVEN,"$146,595.00"
FORT PHOENIX POST # 2892,109 MIDDLE ST,FAIRHAVEN,"$167,232.50"
AMERICAN LEGION 166,54 MAIN ST,FAIRHAVEN,"$194,222.25"
CENTER LIQUORS,101 MIDDLE ST,FAIRHAVEN,"$244,612.50"
CARDOZAS WINE & SPIRITS,6 SCONTICUT NECK ROAD,FAIRHAVEN,"$258,823.50"
PEOPLES SUPER LIQUOR,1 PEOPLES WAY,FAIRHAVEN,"$294,819.50"
TOWN CRIER,5 MAITLAND ST,FAIRHAVEN,"$295,812.50"
JACKSON'S VARIETY,114 SCONTICUT NECK,FAIRHAVEN,"$301,043.25"
PAULS SPORTS CORNER,19 HOWLAND RD,FAIRHAVEN,"$355,406.25"
BAYSIDE LOUNGE,125 SCOTINCUT NECK ROAD,FAIRHAVEN,"$357,835.00"
ABC GAS,130 HUTTLESTON AVE,FAIRHAVEN,"$434,823.50"
SOUTHCOAST WINE & SPIRITS,355 HUTTLETON AVE,FAIRHAVEN,"$454,078.75"
CONNOLLY'S LIQUOR MART,36 HOWLAND RD,FAIRHAVEN,"$548,600.50"
SCUTTLEBUTTS,407 MAIN ST,FAIRHAVEN,"$599,821.00"
ICE HOUSE BAR & GRILL,136 HUTTLESTON AVE,FAIRHAVEN,"$674,495.50"
SEABREEZE MINI MART,235 MAIN ST,FAIRHAVEN,"$791,800.75"
FAIRHAVEN WINE & SPIRITS,105 SCONTICUT NECK RD,FAIRHAVEN,"$804,034.75"
STOP & SHOP #427,221 HUTTLESON AVE,FAIRHAVEN,"$830,701.75"
CUMBERLAND #2288,68 MAIN ST,FAIRHAVEN,"$857,157.75"
CUMBERLAND #2244,89-95 HUTTLESON AVE,FAIRHAVEN,"$1,095,434.00"
FRIENDLY FARM CONVENIENCE,121 SCONTICUT NECK RD,FAIRHAVEN,"$1,192,925.00"
7-ELEVEN 33057-A,188 HUTTLESTON AVE,FAIRHAVEN,"$2,042,704.50"
STOP & SAVE,208 STAFFORD ROAD,FALL RIVER,$438.00
AVO'S FEAST,1601 PLEASANT STREET,FALL RIVER,$519.50
KAPPY'S FINE WINE & SPIRITS,580 WILLIAM S CANNING BLVD,FALL RIVER,"$2,782.00"
LUIZ'S GROCERY & LIQUOR,90 DIVISION ST,FALL RIVER,"$6,829.50"
AMERICAN LEGION POST 314,384 THIRD ST,FALL RIVER,"$8,744.00"
RITE AID 10197,870 N MAIN ST,FALL RIVER,"$16,871.50"
FARM MARKET,223 DURFEE ST,FALL RIVER,"$18,476.50"
FARM MARKET,223 DURFEE STREET,FALL RIVER,"$18,841.50"
RITE AID 10202,1512 SO MAIN ST,FALL RIVER,"$20,122.25"
RITE AID 10200,323 WM S CANNING BLVD,FALL RIVER,"$21,639.00"
HOMETOWN CONVENIENCE,515 BROADWAY ST,FALL RIVER,"$28,153.25"
CHECK EXPRESS,1433 S MAIN ST,FALL RIVER,"$37,744.00"
DUNK N MUNCH,1393 RODMAN ST,FALL RIVER,"$42,568.25"
RITE AID 10201,933 PLEASANT ST,FALL RIVER,"$42,680.00"
RITE AID 10203,1024 SO MAIN STREET,FALL RIVER,"$46,853.50"
RACK EM UP BILLIARDS,129 GRIFFIN ST,FALL RIVER,"$48,225.75"
FLINT VILLAGE BAKERY,1270 PLEASANT ST,FALL RIVER,"$49,246.50"
RIVERSIDE SPORTS BAR,31 RODMAN STREET,FALL RIVER,"$49,289.00"
RITE AID 10197,870 N MAIN ST,FALL RIVER,"$54,261.50"
RITE AID 10202,1512 SO MAIN STREET,FALL RIVER,"$54,606.00"
SOUTH PARK MINI MART,594 SOUTH MAIN ST,FALL RIVER,"$55,948.25"
STANDARD PHARMACY,246 E MAIN ST,FALL RIVER,"$59,792.00"
RITE AID 10200,323 WM S CANNING BLD,FALL RIVER,"$63,278.50"
PATTI'S PIEROGIS,1019 S MAIN  ST,FALL RIVER,"$71,872.50"
HERITAGE LIQUORS,999 A WILLIAM S CANNING BLVD,FALL RIVER,"$72,791.50"
STOP & CHOOSE,1860 PLEASANT ST,FALL RIVER,"$82,383.50"
LATINO'S CAFE,296 COUNTY ST,FALL RIVER,"$84,629.00"
SHORTY'S PUB,87 AETNA ST,FALL RIVER,"$93,993.50"
NEW WORLD,340 MILLIKEN BLVD,FALL RIVER,"$94,537.50"
ST ANNES FRATERINTY,144 GUILD ST,FALL RIVER,"$96,100.00"
MAPLEWOOD FRUIT & VARIETY,758 STAFFORD RD,FALL RIVER,"$97,984.25"
PAPA G CONVENIENCE MART,168 RODMAN STREET,FALL RIVER,"$98,254.00"
RITE AID 10201,933 PLEASANT STREET,FALL RIVER,"$99,223.00"
H B GAS AND CONVENIENCE,178 ROBESON STREET,FALL RIVER,"$100,417.25"
PAPA G CONVENIENCE MART,168 RODMAN ST,FALL RIVER,"$101,365.75"
DOLLAR DEPOT,657 PLEASANT ST,FALL RIVER,"$101,942.50"
CHAVES MARKET,49 COLUMBIA ST,FALL RIVER,"$102,267.00"
RITE AID 10198,233 SO MAIN STREET,FALL RIVER,"$104,049.00"
LAUNDRY PALACE,1706 PRESIDENT AVE,FALL RIVER,"$113,142.25"
A 1 PUB,207 RHODE ISLAND AVE,FALL RIVER,"$114,299.50"
SILLY GOOSE CONVENIENCE,407 SOUTH MAIN ST,FALL RIVER,"$118,030.25"
PHILA DELI,167 BROADWAY,FALL RIVER,"$127,670.25"
RITE AID 10199,10 STAFFORD STREET,FALL RIVER,"$133,550.25"
BRAYTON AVE CAFE,483 BRAYTON AVE,FALL RIVER,"$136,040.50"
OUR LADY OF LIGHT BAND,664 QUARRY STREET,FALL RIVER,"$149,156.00"
7-ELEVEN 32449-J,1040 NORTH MAIN ST,FALL RIVER,"$156,054.00"
DAOU MARKET,1678 PRESIDENT AVE,FALL RIVER,"$158,303.00"
MICHAEL'S PROVISIONS,317 LINDSEY ST,FALL RIVER,"$158,961.00"
SOUTH PARK MINI MART,594 SOUTH MAIN STREET,FALL RIVER,"$169,424.25"
DUNK-N-MUNCH,4263 N MAIN ST,FALL RIVER,"$173,137.00"
NEIGHBORHOOD VARIETY,52 NORTH MAIN ST,FALL RIVER,"$178,611.75"
SOUTH END SUNOCO,2322 S MAIN ST,FALL RIVER,"$178,827.75"
ITALIAN PROGRESSIVE CLB,310 SLADE ST,FALL RIVER,"$179,342.50"
GINA'S RESTAURANT,950 WILSON ST,FALL RIVER,"$186,137.75"
BEACON LIGHT TAVERN,320 AIRPORT RD,FALL RIVER,"$193,526.25"
PLYMOUTH AVE SHELL,372 PLYMOUTH AVE,FALL RIVER,"$203,563.75"
SM MINI MART,237 EASTERN AVE,FALL RIVER,"$211,517.75"
ECONOMY LIQUORS,929 N MAIN ST,FALL RIVER,"$212,407.50"
FERNANDOS PLACE,92 ALDEN ST,FALL RIVER,"$232,728.75"
FLINT FRUIT & VARIETY,1174 PLEASANT ST,FALL RIVER,"$236,155.25"
CAFE & PIZZERIA RIO,1300 PLEASANT STREET,FALL RIVER,"$236,882.00"
SPEEDWAY #2505,175 MILLIKEN BLVD,FALL RIVER,"$238,883.25"
MARKET BASKET #83,600 WILLIAM S CANNING BLVD,FALL RIVER,"$240,715.00"
SUNSET VARIETY,508 BOWEN STREET,FALL RIVER,"$241,455.25"
ANDREWS FRUIT,1697 S MAIN ST,FALL RIVER,"$248,978.75"
STAR MARKET,311-317 BANK STREET,FALL RIVER,"$252,133.75"
ZIM'S VARIETY,1884 PLEASANT ST,FALL RIVER,"$262,595.00"
ST JOHNS ATHLETIC CB,1365 RODMAN ST,FALL RIVER,"$269,578.00"
SOUTH MAIN NEWS,238 SOUTH MAIN STREET,FALL RIVER,"$275,446.25"
PEOPLES LIQUOR WAREHOUSE,1702 PRESIDENT AVE,FALL RIVER,"$276,110.75"
STOP AND SAVE,201 ROCK ST,FALL RIVER,"$279,224.25"
FALL RIVER MINI MART,1860 PLEASANT ST,FALL RIVER,"$284,750.25"
STERLING PACKAGE,981 SO MAIN ST,FALL RIVER,"$300,292.75"
MOE'S MINI MART & DELI,1320 PLEASANT ST,FALL RIVER,"$301,112.75"
7 DAYS FOOD MART,164 DURFEE STREET,FALL RIVER,"$305,663.75"
M & S LIQUORS,905 PLYMOUTH AVE,FALL RIVER,"$307,837.75"
INTERNATIONAL SMOKE SHOP,1572 PLEASANT ST,FALL RIVER,"$317,055.75"
VFW POST 486,486 BEDFORD STREET,FALL RIVER,"$333,289.00"
FALL RIVER SHELL,1082 N MAIN ST,FALL RIVER,"$334,849.25"
THE LETS ROLL EXPRESS,440 STAFFORD RD,FALL RIVER,"$340,750.00"
YADAV FOOD MART,127 STAFFORD RD,FALL RIVER,"$345,390.50"
CVS  ATTN:  LOTTERY,1620 PRESIDENT AVE,FALL RIVER,"$347,280.00"
SOUTH END LIQUORS,1755 SOUTH MAIN STREET,FALL RIVER,"$388,664.00"
GLOBE LIQUORS,180 PRESIDENT AVE,FALL RIVER,"$393,192.25"
PLEASANT DISCOUNT LIQUORS,879 PLEASANT ST,FALL RIVER,"$398,562.75"
SEABRA FOODS,440 STAFFORD RD,FALL RIVER,"$398,807.25"
Z & SONS,1552 SOUTH MAIN STREET,FALL RIVER,"$401,041.00"
